"GT ","Guanajuato ",
"HG ","Hidalgo ",
"JA ","Jalisco ",
"MI ","Michoacán ",
"MO ","Morelos ",
"MX ","Estado de Mexico ",
"NA ","Nayarit ",
"NL ","Nuevo Leon ",
"OA ","Oaxaca ",
"PU ","Puebla ",
"QR ","Quintana Roo ",
"QT ","Queretaro ",
"SI ","Sinaloa ",
"SL ","San Luis Potosi ",
"SO ","Sonora ",
"TB ","Tabasco ",
"TL ","Tlaxcala ",
"TM ","Tamaulipas ",
"VE ","Veracruz ",
"YU ","Yucatan ",
"ZA ","Zacatecas ",
"OT ","State Unknown ",
